,source,title,image,description,url,price,typeName,onlineSellable,other_colors,brand,Høyde inkludert ryggputer,Høyde ryggstøtte,width,depth,clearance,arm_width,sit_width,sit_depth,sit_height,Dybde sjeselong,"Setedybde, sjeselong",height,Bredde høyre,Bredde venstre,Armlenehøyde,min_depth,max_depth,min_sit_depth,max_sit_depth,max_width,Setebredde høyre,Setebredde venstre,"Lengde, utslått","Bredde, utslått",bed_width,bed_length,length,Min. bredde,Tykkelse madrass,Antall sitteplasser,Høyde inkludert hodestøtte,Diameter,"Seng, høyde","Samlet dybde, slått ut",Sete diameter,Madrasslengde,Madrassbredde,Antall i pakken,Høyde på skuff (innvendig),Bredde på skuff (innvendig mål),Dybde på skuff (innvendig mål),Maks belastning/skuff,Høyde med ben ,Volum,Fyllvekt,Totalvekt,Skjermdiameter,Ledningslengde,Styrke,Tykkelse,Benhøyde,Flate,max_depth_a,min_depth_a,width_a
351,IKEA,LIDHULT 3-seters sofa - Grann/Bomstad mørk brun,https://www.ikea.com/no/no/images/products/lidhult-3-seat-sofa__0619200_PE688979_S5.JPG,"IKEA - LIDHULT, 3-seters sofa, Grann/Bomstad mørk brun, Du sitter komfortabelt takket være pocketfjærene som støtter på alle de riktige stedene og følger kroppen perfekt. Sofaen føles ekstra myk og koselig å sitte i, takket være topplaget av kulefiber. Den høye ryggen og nakkestøtten øker komforten.",https://www.ikea.com/no/no/p/lidhult-3-seters-sofa-grann-bomstad-mork-brun-s09257029/,11.895 NOK,3-seters sofa,True,"[{'productId': 's09257029', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-3-seters-sofa-grann-bomstad-mork-brun-s09257029/', 'selected': True, 'colors': [{'name': 'brun', 'id': '10019'}]}, {'productId': 's09257034', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-3-seters-sofa-grann-bomstad-svart-s09257034/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}]",LIDHULT,102 cm,76 cm,259 cm,98 cm,7 cm,,211 cm,53 cm,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,259
352,IKEA,DELAKTIG 3-seters sofa med bord og lampe - Hillared antrasitt,https://www.ikea.com/no/no/images/products/delaktig-3-seat-sofa-w-side-table-and-lamp__0581582_PE670416_S5.JPG,"IKEA - DELAKTIG, 3-seters sofa med bord og lampe, Hillared antrasitt, Legg til, ta bort og endre funksjoner som det passer deg, og velg trekk som passer din stil. Du kan også bruke sofaen som gjesteseng hvis en venn ikke rekker siste buss hjem. Glidelåsen gjør det enkelt å ta av trekket.",https://www.ikea.com/no/no/p/delaktig-3-seters-sofa-med-bord-og-lampe-hillared-antrasitt-s09259759/,8.849 NOK,3-seters sofa med bord og lampe,True,"[{'productId': 's19289077', 'pipUrl': 'https://www.ikea.com/no/no/p/delaktig-3-seters-sofa-med-bord-og-lampe-gunnared-beige-s19289077/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's19259768', 'pipUrl': 'https://www.ikea.com/no/no/p/delaktig-3-seters-sofa-med-bord-og-lampe-hillared-mork-bla-s19259768/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's29259777', 'pipUrl': 'https://www.ikea.com/no/no/p/delaktig-3-seters-sofa-med-bord-og-lampe-tallmyra-hvit-svart-gra-s29259777/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's99289361', 'pipUrl': 'https://www.ikea.com/no/no/p/delaktig-3-seters-sofa-med-bord-og-lampe-gunnared-gammelrosa-s99289361/', 'selected': False, 'colors': [{'name': 'rosa', 'id': '10119'}]}, {'productId': 's09259759', 'pipUrl': 'https://www.ikea.com/no/no/p/delaktig-3-seters-sofa-med-bord-og-lampe-hillared-antrasitt-s09259759/', 'selected': True, 'colors': [{'name': 'svart', 'id': '10139'}]}]",DELAKTIG,79 cm,,224 cm,84 cm,20 cm,,200 cm,80 cm,45 cm,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 cm,1.9 m,3.4 W,,,,84,84,224
353,IKEA,DELAKTIG Sjeselong med armlene - Tallmyra hvit/svart/grå,https://www.ikea.com/no/no/images/products/delaktig-chaise-longue-with-armrest-tallmyra-white-black__0581603_PE670428_S5.JPG,"IKEA - DELAKTIG, Sjeselong med armlene, Tallmyra hvit/svart/grå, Legg til, ta bort og endre funksjoner som det passer deg, og velg trekk som passer din stil. Trekket er enkelt å holde rent, det kan tas av og vaskes. Glidelåsen gjør det enkelt å ta av trekket.",https://www.ikea.com/no/no/p/delaktig-sjeselong-med-armlene-tallmyra-hvit-svart-gra-s09259938/,5.190 NOK,Sjeselong med armlene,True,"[{'productId': 's69289032', 'pipUrl': 'https://www.ikea.com/no/no/p/delaktig-sjeselong-med-armlene-gunnared-beige-s69289032/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's29259923', 'pipUrl': 'https://www.ikea.com/no/no/p/delaktig-sjeselong-med-armlene-hillared-mork-bla-s29259923/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's09259938', 'pipUrl': 'https://www.ikea.com/no/no/p/delaktig-sjeselong-med-armlene-tallmyra-hvit-svart-gra-s09259938/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's09289327', 'pipUrl': 'https://www.ikea.com/no/no/p/delaktig-sjeselong-med-armlene-gunnared-gammelrosa-s09289327/', 'selected': False, 'colors': [{'name': 'rosa', 'id': '10119'}]}, {'productId': 's89259915', 'pipUrl': 'https://www.ikea.com/no/no/p/delaktig-sjeselong-med-armlene-hillared-antrasitt-s89259915/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}]",DELAKTIG,,,149 cm,84 cm,20 cm,,145 cm,80 cm,45 cm,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,84,149
354,IKEA,"VALLENTUNA 4-seters modulhjørnesofa - med oppbevaring, Hillared/Murum mørk grå/svart",https://www.ikea.com/no/no/images/products/vallentuna-modular-corner-sofa-4-seat__0624103_PE691684_S5.JPG,"IKEA - VALLENTUNA, 4-seters modulhjørnesofa, med oppbevaring, Hillared/Murum mørk grå/svart, Alle modulene i VALLENTUNA-serien kan brukes frittstående eller settes sammen til akkurat den sofakombinasjonen i hvilken som helst størrelse, som passer deg perfekt. 6 ryggputer er inkludert.",https://www.ikea.com/no/no/p/vallentuna-4-seters-modulhjornesofa-med-oppbevaring-hillared-murum-mork-gra-svart-s09276853/,15.770 NOK,4-seters modulhjørnesofa,True,"[{'productId': 's89278037', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-4-seters-modulhjornesofa-med-oppbevaring-hillared-murum-lys-bla-hvit-s89278037/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's09276853', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-4-seters-modulhjornesofa-med-oppbevaring-hillared-murum-mork-gra-svart-s09276853/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's99278027', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-4-seters-modulhjornesofa-med-oppbevaring-orrsta-murum-lys-gra-hvit-s99278027/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's49278039', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-4-seters-modulhjornesofa-med-oppbevaring-murum-orrsta-svart-olivengronn-s49278039/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}, {'productId': 's19278045', 'pipUrl': 'https://www.ikea.com/no/no/p/vallentuna-4-seters-modulhjornesofa-med-oppbevaring-murum-orrsta-hvit-lys-gra-s19278045/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",VALLENTUNA,,,,,,,,,45 cm,,,84 cm,346 cm,213 cm,,93 cm,113 cm,80 cm,100 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,93,346
355,IKEA,"GRÖNLID Trekk til 3-seters sovesofa - med åpen ende, Sporda mørk grå",https://www.ikea.com/no/no/images/products/groenlid-cover-for-3-seat-sofa-bed-with-open-end-sporda-dark-grey__0621921_PE690167_S5.JPG,"IKEA - GRÖNLID, Trekk til 3-seters sovesofa, med åpen ende, Sporda mørk grå, Dette trekket er laget av tekstilen SPORDA som er basert på de naturlige materialene bomull, polyester og lin. Den har en teksturert overflate med en totonet melert effekt.",https://www.ikea.com/no/no/p/groenlid-trekk-til-3-seters-sovesofa-med-apen-ende-sporda-mork-gra-s09278772/,2.585 NOK,Trekk til 3-seters sovesofa,True,"[{'productId': 's99278777', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-3-seters-sovesofa-med-apen-ende-sporda-natur-s99278777/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's09278772', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-3-seters-sovesofa-med-apen-ende-sporda-mork-gra-s09278772/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's59278760', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-3-seters-sovesofa-med-apen-ende-ljungen-lys-gronn-s59278760/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's89278754', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-3-seters-sovesofa-med-apen-ende-ljungen-mork-rod-s89278754/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's29278747', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-3-seters-sovesofa-med-apen-ende-inseros-hvit-s29278747/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",GRÖNLID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
356,IKEA,GRÖNLID Trekk til 3-seters sovesofa - Ljungen mellomgrå,https://www.ikea.com/no/no/images/products/groenlid-cover-for-3-seat-sofa-bed-ljungen-medium-grey__0621994_PE690221_S5.JPG,"IKEA - GRÖNLID, Trekk til 3-seters sovesofa, Ljungen mellomgrå, LJUNGEN er et slitesterkt trekk laget av polyester med en myk fløyelsaktig overflate og en forsiktig reflekterende glans. Dette produktet er et ekstra trekk. Sofa selges separat.",https://www.ikea.com/no/no/p/groenlid-trekk-til-3-seters-sovesofa-ljungen-mellomgra-s09278814/,2.365 NOK,Trekk til 3-seters sovesofa,True,"[{'productId': 's69278825', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-3-seters-sovesofa-sporda-natur-s69278825/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's09278814', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-3-seters-sovesofa-ljungen-mellomgra-s09278814/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's29278808', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-3-seters-sovesofa-ljungen-lys-gronn-s29278808/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's59278802', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-3-seters-sovesofa-ljungen-mork-rod-s59278802/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's19278795', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-3-seters-sovesofa-inseros-hvit-s19278795/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",GRÖNLID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
357,IKEA,"GRÖNLID Trekk til 3-seters sovesofa - med sjeselong, Ljungen mellomgrå",https://www.ikea.com/no/no/images/products/groenlid-cover-for-sleeper-sofa__0622060_PE690272_S5.JPG,"IKEA - GRÖNLID, Trekk til 3-seters sovesofa, med sjeselong, Ljungen mellomgrå, LJUNGEN er et slitesterkt trekk laget av polyester med en myk fløyelsaktig overflate og en forsiktig reflekterende glans. Dette produktet er et ekstra trekk. Sofa selges separat.",https://www.ikea.com/no/no/p/groenlid-trekk-til-3-seters-sovesofa-med-sjeselong-ljungen-mellomgra-s09278908/,2.825 NOK,Trekk til 3-seters sovesofa,True,"[{'productId': 's79278919', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-3-seters-sovesofa-med-sjeselong-sporda-natur-s79278919/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's09278908', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-3-seters-sovesofa-med-sjeselong-ljungen-mellomgra-s09278908/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's29278907', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-3-seters-sovesofa-med-sjeselong-ljungen-lys-gronn-s29278907/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's79278896', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-3-seters-sovesofa-med-sjeselong-ljungen-mork-rod-s79278896/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's29278889', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-3-seters-sovesofa-med-sjeselong-inseros-hvit-s29278889/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",GRÖNLID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
358,IKEA,"LIDHULT Hjørnesovesofa, 5-seter - Lejde grå/svart",https://www.ikea.com/no/no/images/products/lidhult-corner-sofa-bed-5-seat__0619293_PE689003_S5.JPG,"IKEA - LIDHULT, Hjørnesovesofa, 5-seter, Lejde grå/svart, Armlener med ekstra fyll er laget for å være komfortable å lene seg opp mot eller hvile hodet mot når du ligger. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin. 10 års garanti. Les om vilkårene i garantiheftet.",https://www.ikea.com/no/no/p/lidhult-hjornesovesofa-5-seter-lejde-gra-svart-s09280807/,18.485 NOK,"Hjørnesovesofa, 5-seter",True,"[{'productId': 's29280806', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-hjornesovesofa-5-seter-lejde-beige-brun-s29280806/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's39280801', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-hjornesovesofa-5-seter-gassebol-bla-gra-s39280801/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's09280807', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-hjornesovesofa-5-seter-lejde-gra-svart-s09280807/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's89280808', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-hjornesovesofa-5-seter-lejde-rod-brun-rodbrun-s89280808/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}]",LIDHULT,102 cm,76 cm,,98 cm,7 cm,,,53 cm,45 cm,,,,294 cm,275 cm,,,,,,,,,,,140 cm,200 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,275,98,294
359,IKEA,"POÄNG Fotskammel - hvitbeiset eikefiner, Glose offwhite",https://www.ikea.com/no/no/images/products/poaeng-footstool-white-stained-oak-veneer-glose-eggshell__0681544_PE720146_S5.JPG,"IKEA - POÄNG, Fotskammel, hvitbeiset eikefiner, Glose offwhite, Stammen er laget av sjiktlimt, formbøyd bjørk, som er et svært slitesterkt og holdbart materiale. Du kan bruke fotskammelen sammen med POÄNG lenestol, så får du en komfortabel og avslappende sittestilling.",https://www.ikea.com/no/no/p/poaeng-fotskammel-hvitbeiset-eikefiner-glose-offwhite-s09287465/,999 NOK,Fotskammel,True,"[{'productId': 's09287465', 'pipUrl': 'https://www.ikea.com/no/no/p/poaeng-fotskammel-hvitbeiset-eikefiner-glose-offwhite-s09287465/', 'selected': True, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's19287460', 'pipUrl': 'https://www.ikea.com/no/no/p/poaeng-fotskammel-hvitbeiset-eikefiner-glose-mork-brun-s19287460/', 'selected': False, 'colors': [{'name': 'brun', 'id': '10019'}]}]",POÄNG,,,68 cm,54 cm,,,,,,,,39 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,68
360,IKEA,"VIMLE Trekk til 3-seters sovesofa - med sjeselong, Tallmyra beige",https://www.ikea.com/no/no/images/products/vimle-cover-for-3-seat-sofa-bed-with-chaise-longue-tallmyra-beige__0686209_PE721684_S5.JPG,"IKEA - VIMLE, Trekk til 3-seters sovesofa, med sjeselong, Tallmyra beige, TALLMYRA er et slitesterkt chenilletrekk laget av bomull og polyester og har en myk overflate og en forsiktig reflekterende glans. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin.",https://www.ikea.com/no/no/p/vimle-trekk-til-3-seters-sovesofa-med-sjeselong-tallmyra-beige-s09294197/,3.625 NOK,Trekk til 3-seters sovesofa,True,"[{'productId': 's09294197', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-3-seters-sovesofa-med-sjeselong-tallmyra-beige-s09294197/', 'selected': True, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's39294186', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-3-seters-sovesofa-med-sjeselong-gunnared-mellomgra-s39294186/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's69294203', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-3-seters-sovesofa-med-sjeselong-tallmyra-svart-gra-s69294203/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}, {'productId': 's19303356', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-3-seters-sovesofa-med-sjeselong-dalstorp-flerfarget-s19303356/', 'selected': False, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",VIMLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
361,IKEA,"GRÖNLID 4-seters sofa - med sjeselong, Sporda mørk grå",https://www.ikea.com/no/no/images/products/groenlid-4-seat-sofa__0747902_PE744752_S5.JPG,"IKEA - GRÖNLID, 4-seters sofa, med sjeselong, Sporda mørk grå, Sofamodulene kan settes sammen på ulike måter for å få en størrelse og form som passer deg. Hvis du noen gang trenger en større sofa, kan du alltids legge til en modul eller to. 10 års garanti. Les om vilkårene i garantiheftet.",https://www.ikea.com/no/no/p/groenlid-4-seters-sofa-med-sjeselong-sporda-mork-gra-s09307675/,10.995 NOK,4-seters sofa,True,"[{'productId': 's29307679', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-4-seters-sofa-med-sjeselong-sporda-natur-s29307679/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's29307655', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-4-seters-sofa-med-sjeselong-kimstad-mork-brun-s29307655/', 'selected': False, 'colors': [{'name': 'brun', 'id': '10019'}]}, {'productId': 's09307675', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-4-seters-sofa-med-sjeselong-sporda-mork-gra-s09307675/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's19307665', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-4-seters-sofa-med-sjeselong-ljungen-lys-gronn-s19307665/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's29307660', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-4-seters-sofa-med-sjeselong-ljungen-mork-rod-s29307660/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's59307649', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-4-seters-sofa-med-sjeselong-inseros-hvit-s59307649/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",GRÖNLID,104 cm,68 cm,328 cm,98 cm,7 cm,18 cm,292 cm,60 cm,49 cm,164 cm,126 cm,,,,68 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,98,328
362,IKEA,"GRÖNLID Trekk til 4-seters sofa - med sjeselong, Sporda natur",https://www.ikea.com/no/no/images/products/groenlid-cover-for-4-seat-sofa-with-chaise-longue-sporda-natural__0747905_PE744754_S5.JPG,"IKEA - GRÖNLID, Trekk til 4-seters sofa, med sjeselong, Sporda natur, Sofamodulene kan settes sammen på ulike måter for å få en størrelse og form som passer deg. Hvis du noen gang trenger en større sofa, kan du alltids legge til en modul eller to. 10 års garanti. Les om vilkårene i garantiheftet.",https://www.ikea.com/no/no/p/groenlid-trekk-til-4-seters-sofa-med-sjeselong-sporda-natur-s09307741/,4.160 NOK,Trekk til 4-seters sofa,True,"[{'productId': 's09307741', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-4-seters-sofa-med-sjeselong-sporda-natur-s09307741/', 'selected': True, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's69307738', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-4-seters-sofa-med-sjeselong-sporda-mork-gra-s69307738/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's79307733', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-4-seters-sofa-med-sjeselong-ljungen-lys-gronn-s79307733/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's19307726', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-4-seters-sofa-med-sjeselong-ljungen-mork-rod-s19307726/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's29307721', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-4-seters-sofa-med-sjeselong-inseros-hvit-s29307721/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",GRÖNLID,104 cm,68 cm,328 cm,98 cm,7 cm,18 cm,292 cm,60 cm,49 cm,164 cm,126 cm,,,,68 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,98,328
363,IKEA,POÄNG Pute til fotskammel - Smidig svart,https://www.ikea.com/no/no/images/products/poaeng-footstool-cushion-smidig-black__0546539_PE656252_S5.JPG,"IKEA - POÄNG, Pute til fotskammel, Smidig svart, Mykt, slitesterkt og lettstelt skinn som eldres pent.",https://www.ikea.com/no/no/p/poaeng-pute-til-fotskammel-smidig-svart-10052362/,699 NOK,Pute til fotskammel,True,[],POÄNG,,,60 cm,,,,,,,,,7 cm,,,,,,,,,,,,,,,53 cm,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,60
364,IKEA,FÄRLÖV Trekk til 3-seters sofa - Djuparp mørk grå,https://www.ikea.com/no/no/images/products/faerloev-cover-for-3-seat-sofa-djuparp-dark-grey__0479738_PE619085_S5.JPG,"IKEA - FÄRLÖV, Trekk til 3-seters sofa, Djuparp mørk grå, DJUPARP trekk er laget av fløyel som, gjennom en tradisjonell veveteknikk, gir stoffet en varm, dyp farge og en myk overflate med en tykk lugg og lys, reflekterende glans. Fløyelen er vevet av viskose og polyester, som gjør den varig.",https://www.ikea.com/no/no/p/faerloev-trekk-til-3-seters-sofa-djuparp-mork-gra-10306222/,3.399 NOK,Trekk til 3-seters sofa,True,"[{'productId': '90306223', 'pipUrl': 'https://www.ikea.com/no/no/p/faerloev-trekk-til-3-seters-sofa-djuparp-gulbeige-90306223/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': '10306222', 'pipUrl': 'https://www.ikea.com/no/no/p/faerloev-trekk-til-3-seters-sofa-djuparp-mork-gra-10306222/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': '30306221', 'pipUrl': 'https://www.ikea.com/no/no/p/faerloev-trekk-til-3-seters-sofa-flodafors-hvit-30306221/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",FÄRLÖV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
