,source,title,image,description,url,price,typeName,onlineSellable,other_colors,brand,Høyde inkludert ryggputer,Høyde ryggstøtte,width,depth,clearance,arm_width,sit_width,sit_depth,sit_height,Dybde sjeselong,"Setedybde, sjeselong",height,Bredde høyre,Bredde venstre,Armlenehøyde,min_depth,max_depth,min_sit_depth,max_sit_depth,max_width,Setebredde høyre,Setebredde venstre,"Lengde, utslått","Bredde, utslått",bed_width,bed_length,length,Min. bredde,Tykkelse madrass,Antall sitteplasser,Høyde inkludert hodestøtte,Diameter,"Seng, høyde","Samlet dybde, slått ut",Sete diameter,Madrasslengde,Madrassbredde,Antall i pakken,Høyde på skuff (innvendig),Bredde på skuff (innvendig mål),Dybde på skuff (innvendig mål),Maks belastning/skuff,Høyde med ben ,Volum,Fyllvekt,Totalvekt,Skjermdiameter,Ledningslengde,Styrke,Tykkelse,Benhøyde,Flate,max_depth_a,min_depth_a,width_a
333,IKEA,"KIVIK Hjørnemodul - Grann, Bomstad svart",https://www.ikea.com/no/no/images/products/kivik-corner-section-grann-bomstad-black__0543804_PE654764_S5.JPG,"IKEA - KIVIK, Hjørnemodul, Grann, Bomstad svart, KIVIK er en romslig sofaserie med mykt, dypt sete og behagelig støtte til ryggen. Seteputer med et øvre lag med viskoelastisk polyeter; former seg nøyaktig etter kroppens konturer og gjenopptar sin opprinnelige form når du reiser deg.",https://www.ikea.com/no/no/p/kivik-hjornemodul-grann-bomstad-svart-00292843/,8.500 NOK,Hjørnemodul,True,[],KIVIK,,,230 cm,92 cm,,,70 cm,58 cm,46 cm,,,82 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,92,230
334,IKEA,KUNGSHAMN Trekk til 1-seters modul - Idekulla beige,https://www.ikea.com/no/no/images/products/kungshamn-cover-for-1-seat-module-idekulla-beige__0561771_PE663118_S5.JPG,"IKEA - KUNGSHAMN, Trekk til 1-seters modul, Idekulla beige, Trekkene til KUNGSHAMN er designet for å passe sammen, slik at du kan kombinere farger og mønstre for å lage en leken og personlig sofa. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin.",https://www.ikea.com/no/no/p/kungshamn-trekk-til-1-seters-modul-idekulla-beige-00325674/,300 NOK,Trekk til 1-seters modul,True,"[{'productId': '00325674', 'pipUrl': 'https://www.ikea.com/no/no/p/kungshamn-trekk-til-1-seters-modul-idekulla-beige-00325674/', 'selected': True, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': '20382442', 'pipUrl': 'https://www.ikea.com/no/no/p/kungshamn-trekk-til-1-seters-modul-idekulla-rosa-20382442/', 'selected': False, 'colors': [{'name': 'rosa', 'id': '10119'}]}, {'productId': '10382876', 'pipUrl': 'https://www.ikea.com/no/no/p/kungshamn-trekk-til-1-seters-modul-yttered-flerfarget-10382876/', 'selected': False, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",KUNGSHAMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
335,IKEA,VIMLE Trekk til hjørnemodul - Orrsta blåsvart,https://www.ikea.com/no/no/images/products/vimle-cover-for-corner-section-orrsta-black-blue__0515703_PE639963_S5.JPG,"IKEA - VIMLE, Trekk til hjørnemodul, Orrsta blåsvart, ORRSTA trekk er vevd i bomull og polyester med en lett oppbygning som gjør det både mykt og komfortabelt. Den garnfargede tekstilen har et ton-i-ton mønster og et rent og rolig uttrykk. Dette produktet er et ekstra trekk. Sofa selges separat.",https://www.ikea.com/no/no/p/vimle-trekk-til-hjornemodul-orrsta-blasvart-00351088/,500 NOK,Trekk til hjørnemodul,True,"[{'productId': '20409516', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hjornemodul-tallmyra-beige-20409516/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': '80409523', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hjornemodul-tallmyra-svart-gra-80409523/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': '20445741', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hjornemodul-dalstorp-flerfarget-20445741/', 'selected': False, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",VIMLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
336,IKEA,FÄRLÖV Trekk til lenestol - Flodafors hvit,https://www.ikea.com/no/no/images/products/faerloev-cover-for-armchair__0479725_PE619088_S5.JPG,"IKEA - FÄRLÖV, Trekk til lenestol, Flodafors hvit, En garnfarget tekstil med naturlige innslag av lin som gir trekket en tekstur som både føles og ses. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin. Dette produktet er et ekstra trekk. Lenestol selges separat.",https://www.ikea.com/no/no/p/faerloev-trekk-til-lenestol-flodafors-hvit-00306232/,899 NOK,Trekk til lenestol,True,"[{'productId': '30306235', 'pipUrl': 'https://www.ikea.com/no/no/p/faerloev-trekk-til-lenestol-flodafors-beige-30306235/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': '60306234', 'pipUrl': 'https://www.ikea.com/no/no/p/faerloev-trekk-til-lenestol-djuparp-mork-gra-60306234/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': '00306232', 'pipUrl': 'https://www.ikea.com/no/no/p/faerloev-trekk-til-lenestol-flodafors-hvit-00306232/', 'selected': True, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",FÄRLÖV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
337,IKEA,KUNGSHAMN Trekk til hjørnemodul - Idekulla rosa,https://www.ikea.com/no/no/images/products/kungshamn-cover-for-corner-module-idekulla-pink__0561793_PE663124_S5.JPG,"IKEA - KUNGSHAMN, Trekk til hjørnemodul, Idekulla rosa, Trekkene til KUNGSHAMN er designet for å passe sammen, slik at du kan kombinere farger og mønstre for å lage en leken og personlig sofa. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin.",https://www.ikea.com/no/no/p/kungshamn-trekk-til-hjornemodul-idekulla-rosa-00382508/,350 NOK,Trekk til hjørnemodul,True,"[{'productId': '80382496', 'pipUrl': 'https://www.ikea.com/no/no/p/kungshamn-trekk-til-hjornemodul-idekulla-beige-80382496/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': '00382508', 'pipUrl': 'https://www.ikea.com/no/no/p/kungshamn-trekk-til-hjornemodul-idekulla-rosa-00382508/', 'selected': True, 'colors': [{'name': 'rosa', 'id': '10119'}]}, {'productId': '20382786', 'pipUrl': 'https://www.ikea.com/no/no/p/kungshamn-trekk-til-hjornemodul-yttered-flerfarget-20382786/', 'selected': False, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",KUNGSHAMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
338,IKEA,LIDHULT 1-seters modul - Grann/Bomstad mørk brun,https://www.ikea.com/no/no/images/products/lidhult-1-seat-section-grann-bomstad-dark-brown__0660823_PE711220_S5.JPG,"IKEA - LIDHULT, 1-seters modul, Grann/Bomstad mørk brun,",https://www.ikea.com/no/no/p/lidhult-1-seters-modul-grann-bomstad-mork-brun-00404015/,4.495 NOK,1-seters modul,True,"[{'productId': '00404015', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-1-seters-modul-grann-bomstad-mork-brun-00404015/', 'selected': True, 'colors': [{'name': 'brun', 'id': '10019'}]}, {'productId': '80404059', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-1-seters-modul-grann-bomstad-svart-80404059/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}]",LIDHULT,95 cm,74 cm,71 cm,98 cm,7 cm,,71 cm,58 cm,42 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,71
339,IKEA,LIDHULT Hjørnemodul - Grann/Bomstad mørk brun,https://www.ikea.com/no/no/images/products/lidhult-corner-section-grann-bomstad-dark-brown__0662199_PE711775_S5.JPG,"IKEA - LIDHULT, Hjørnemodul, Grann/Bomstad mørk brun, Du sitter komfortabelt takket være pocketfjærene som støtter på alle de riktige stedene og følger kroppen perfekt. Sofaen føles ekstra myk og koselig å sitte i, takket være topplaget av kulefiber. Den høye ryggen og nakkestøtten øker komforten.",https://www.ikea.com/no/no/p/lidhult-hjornemodul-grann-bomstad-mork-brun-00405595/,6.000 NOK,Hjørnemodul,True,"[{'productId': '00405595', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-hjornemodul-grann-bomstad-mork-brun-00405595/', 'selected': True, 'colors': [{'name': 'brun', 'id': '10019'}]}, {'productId': '60405601', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-hjornemodul-grann-bomstad-svart-60405601/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}]",LIDHULT,95 cm,74 cm,110 cm,98 cm,7 cm,,,,42 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,110
340,IKEA,"DELAKTIG Trekk til setepute, 3-seters sofa - Tallmyra hvit/svart/grå",https://www.ikea.com/no/no/images/products/delaktig-cover-for-seat-cushion-3-seat-sofa-tallmyra-white-black__0591329_PE674235_S5.JPG,"IKEA - DELAKTIG, Trekk til setepute, 3-seters sofa, Tallmyra hvit/svart/grå, Trekket er enkelt å holde rent, det kan tas av og vaskes. Glidelåsen gjør det enkelt å ta av trekket. Inneholder: 1 trekk til setepute (202 x 82 x 15 cm) for DELAKTIG 3-seters sofa.",https://www.ikea.com/no/no/p/delaktig-trekk-til-setepute-3-seters-sofa-tallmyra-hvit-svart-gra-00394808/,500 NOK,"Trekk til setepute, 3-seters sofa",True,"[{'productId': '80394809', 'pipUrl': 'https://www.ikea.com/no/no/p/delaktig-trekk-til-setepute-3-seters-sofa-hillared-mork-bla-80394809/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': '80385904', 'pipUrl': 'https://www.ikea.com/no/no/p/delaktig-trekk-til-setepute-3-seters-sofa-hillared-antrasitt-80385904/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': '00394808', 'pipUrl': 'https://www.ikea.com/no/no/p/delaktig-trekk-til-setepute-3-seters-sofa-tallmyra-hvit-svart-gra-00394808/', 'selected': True, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",DELAKTIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
341,IKEA,LIDHULT Trekk til 2-seters sovesofadel - Gassebol lys beige,https://www.ikea.com/no/no/images/products/lidhult-cover-for-2-seat-sofa-bed-section__0662188_PE711764_S5.JPG,"IKEA - LIDHULT, Trekk til 2-seters sovesofadel, Gassebol lys beige, Trekket har en høy prosent bomull som gir en varm og naturlig følelse. Trekket i bomull og polyester er farget i forskjellige nyanser, som gir en fin effekt. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin.",https://www.ikea.com/no/no/p/lidhult-trekk-til-2-seters-sovesofadel-gassebol-lys-beige-00405133/,645 NOK,Trekk til 2-seters sovesofadel,True,"[{'productId': '00405133', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-trekk-til-2-seters-sovesofadel-gassebol-lys-beige-00405133/', 'selected': True, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': '70405144', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-trekk-til-2-seters-sovesofadel-lejde-rodbrun-70405144/', 'selected': False, 'colors': [{'name': 'brun', 'id': '10019'}]}, {'productId': '50405569', 'pipUrl': 'https://www.ikea.com/no/no/p/lidhult-trekk-til-2-seters-sovesofadel-gassebol-blagra-50405569/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}]",LIDHULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
342,IKEA,VIMLE Trekk til hodestøtte - Tallmyra beige,https://www.ikea.com/no/no/images/products/vimle-cover-for-headrest__0580216_PE674899_S5.JPG,"IKEA - VIMLE, Trekk til hodestøtte, Tallmyra beige, TALLMYRA er et slitesterkt chenilletrekk laget av bomull og polyester og har en myk overflate og en forsiktig reflekterende glans. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin.",https://www.ikea.com/no/no/p/vimle-trekk-til-hodestotte-tallmyra-beige-00410097/,195 NOK,Trekk til hodestøtte,True,"[{'productId': '00410097', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hodestotte-tallmyra-beige-00410097/', 'selected': True, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': '60409977', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hodestotte-orrsta-blasvart-60409977/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': '70410089', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hodestotte-gunnared-mellomgra-70410089/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': '60445777', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hodestotte-dalstorp-flerfarget-60445777/', 'selected': False, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",VIMLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
343,IKEA,STOCKSUND Trekk til benk - Segersta flerfarget,https://www.ikea.com/no/no/images/products/stocksund-cover-for-bench__0617793_PE688211_S5.JPG,"IKEA - STOCKSUND, Trekk til benk, Segersta flerfarget, SEGERSTA trekk er laget av bomull og polyester og er en svært holdbar tekstil, med et vevd rutemønster og en myk, jevn overflate. Dette produktet er et ekstra trekk. Stamme selges separat.",https://www.ikea.com/no/no/p/stocksund-trekk-til-benk-segersta-flerfarget-00413538/,599 NOK,Trekk til benk,True,"[{'productId': '40319732', 'pipUrl': 'https://www.ikea.com/no/no/p/stocksund-trekk-til-benk-ljungen-bla-40319732/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': '50280300', 'pipUrl': 'https://www.ikea.com/no/no/p/stocksund-trekk-til-benk-nolhaga-grabeige-50280300/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': '70413479', 'pipUrl': 'https://www.ikea.com/no/no/p/stocksund-trekk-til-benk-nolhaga-mork-gronn-70413479/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': '00413538', 'pipUrl': 'https://www.ikea.com/no/no/p/stocksund-trekk-til-benk-segersta-flerfarget-00413538/', 'selected': True, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",STOCKSUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
344,IKEA,"VIMLE Trekk til hjørnesofa, 4-seters - Gunnared mellomgrå",https://www.ikea.com/no/no/images/products/vimle-cover-for-corner-sofa-4-seat-gunnared-medium-grey__0514332_PE639414_S5.JPG,"IKEA - VIMLE, Trekk til hjørnesofa, 4-seters, Gunnared mellomgrå, Dette trekket er laget i dopefarget GUNNARED tekstil i polyester. Det er en holdbar tekstil med en ullignende følelse, et varmt utseende og en totonet melert effekt. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin.",https://www.ikea.com/no/no/p/vimle-trekk-til-hjornesofa-4-seters-gunnared-mellomgra-s09218189/,3.010 NOK,"Trekk til hjørnesofa, 4-seters",True,"[{'productId': 's59218177', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hjornesofa-4-seters-gunnared-beige-s59218177/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's39217956', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hjornesofa-4-seters-orrsta-blasvart-s39217956/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's09218189', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hjornesofa-4-seters-gunnared-mellomgra-s09218189/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's39253633', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hjornesofa-4-seters-tallmyra-svart-gra-s39253633/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}, {'productId': 's69303368', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hjornesofa-4-seters-dalstorp-flerfarget-s69303368/', 'selected': False, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",VIMLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
345,IKEA,"VIMLE Trekk til hjørnesofa, 5-seters - Gunnared mellomgrå",https://www.ikea.com/no/no/images/products/vimle-cover-for-corner-sofa-5-seat__0514335_PE639424_S5.JPG,"IKEA - VIMLE, Trekk til hjørnesofa, 5-seters, Gunnared mellomgrå, Dette trekket er laget i dopefarget GUNNARED tekstil i polyester. Det er en holdbar tekstil med en ullignende følelse, et varmt utseende og en totonet melert effekt. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin.",https://www.ikea.com/no/no/p/vimle-trekk-til-hjornesofa-5-seters-gunnared-mellomgra-s09218207/,3.200 NOK,"Trekk til hjørnesofa, 5-seters",True,"[{'productId': 's79218195', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hjornesofa-5-seters-gunnared-beige-s79218195/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's09217972', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hjornesofa-5-seters-orrsta-blasvart-s09217972/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's09218207', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hjornesofa-5-seters-gunnared-mellomgra-s09218207/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's79253645', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hjornesofa-5-seters-tallmyra-svart-gra-s79253645/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}, {'productId': 's39303416', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hjornesofa-5-seters-dalstorp-flerfarget-s39303416/', 'selected': False, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",VIMLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
346,IKEA,"VIMLE Trekk til hjørnesofa, 3-seters - med åpen ende, Gunnared beige",https://www.ikea.com/no/no/images/products/vimle-cover-for-sectional-3-seat__0514339_PE639425_S5.JPG,"IKEA - VIMLE, Trekk til hjørnesofa, 3-seters, med åpen ende, Gunnared beige, Dette trekket er laget i dopefarget GUNNARED tekstil i polyester. Det er en holdbar tekstil med en ullignende følelse, et varmt utseende og en totonet melert effekt. Dette produktet er et ekstra trekk. Sofa selges separat.",https://www.ikea.com/no/no/p/vimle-trekk-til-hjornesofa-3-seters-med-apen-ende-gunnared-beige-s09218231/,2.570 NOK,"Trekk til hjørnesofa, 3-seters",True,"[{'productId': 's09218231', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hjornesofa-3-seters-med-apen-ende-gunnared-beige-s09218231/', 'selected': True, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's19218004', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hjornesofa-3-seters-med-apen-ende-orrsta-blasvart-s19218004/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's59218243', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hjornesofa-3-seters-med-apen-ende-gunnared-mellomgra-s59218243/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's59253627', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hjornesofa-3-seters-med-apen-ende-tallmyra-svart-gra-s59253627/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}, {'productId': 's19303417', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-trekk-til-hjornesofa-3-seters-med-apen-ende-dalstorp-flerfarget-s19303417/', 'selected': False, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",VIMLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
347,IKEA,DELAKTIG Lenestol med sidebord og lampe - Tallmyra hvit/svart/grå,https://www.ikea.com/no/no/images/products/delaktig-armchair-with-side-table-and-lamp-tallmyra-white-black__0574506_PE668355_S5.JPG,"IKEA - DELAKTIG, Lenestol med sidebord og lampe, Tallmyra hvit/svart/grå, Legg til, ta bort og endre funksjoner som det passer deg, og velg trekk som passer din stil. Du kan også feste gulvlampa direkte til enhver DELAKTIG ramme med den inkluderte klemmen. Glidelåsen gjør det enkelt å ta av trekket.",https://www.ikea.com/no/no/p/delaktig-lenestol-med-sidebord-og-lampe-tallmyra-hvit-svart-gra-s09253762/,5.219 NOK,Lenestol med sidebord og lampe,True,"[{'productId': 's99253753', 'pipUrl': 'https://www.ikea.com/no/no/p/delaktig-lenestol-med-sidebord-og-lampe-hillared-mork-bla-s99253753/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's09289308', 'pipUrl': 'https://www.ikea.com/no/no/p/delaktig-lenestol-med-sidebord-og-lampe-gunnared-gammelrosa-s09289308/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's09253762', 'pipUrl': 'https://www.ikea.com/no/no/p/delaktig-lenestol-med-sidebord-og-lampe-tallmyra-hvit-svart-gra-s09253762/', 'selected': True, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",DELAKTIG,79 cm,,114 cm,84 cm,20 cm,,90 cm,80 cm,45 cm,,,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 cm,1.9 m,3.4 W,,,,84,84,114
348,IKEA,"GRÖNLID Trekk til hjørnesofa, 4-seters - med åpen ende, Sporda natur",https://www.ikea.com/no/no/images/products/groenlid-cover-for-corner-sofa-4-seat__0577295_PE668753_S5.JPG,"IKEA - GRÖNLID, Trekk til hjørnesofa, 4-seters, med åpen ende, Sporda natur, Dette produktet er et ekstra trekk. Sofa selges separat.",https://www.ikea.com/no/no/p/groenlid-trekk-til-hjornesofa-4-seters-med-apen-ende-sporda-natur-s09255803/,4.520 NOK,"Trekk til hjørnesofa, 4-seters",True,"[{'productId': 's09255803', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-hjornesofa-4-seters-med-apen-ende-sporda-natur-s09255803/', 'selected': True, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's49255938', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-hjornesofa-4-seters-med-apen-ende-sporda-mork-gra-s49255938/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's59256329', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-hjornesofa-4-seters-med-apen-ende-ljungen-lys-gronn-s59256329/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's09256505', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-hjornesofa-4-seters-med-apen-ende-ljungen-mork-rod-s09256505/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's79255140', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-hjornesofa-4-seters-med-apen-ende-inseros-hvit-s79255140/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",GRÖNLID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
349,IKEA,"GRÖNLID Trekk til hjørnesofa, 3-seters - med åpen ende, Ljungen lys grønn",https://www.ikea.com/no/no/images/products/groenlid-cover-for-corner-sofa-3-seat-with-open-end-ljungen-light-green__0577257_PE668725_S5.JPG,"IKEA - GRÖNLID, Trekk til hjørnesofa, 3-seters, med åpen ende, Ljungen lys grønn, LJUNGEN er et slitesterkt trekk laget av polyester med en myk fløyelsaktig overflate og en forsiktig reflekterende glans. Dette produktet er et ekstra trekk. Sofa selges separat.",https://www.ikea.com/no/no/p/groenlid-trekk-til-hjornesofa-3-seters-med-apen-ende-ljungen-lys-gronn-s09256317/,2.770 NOK,"Trekk til hjørnesofa, 3-seters",True,"[{'productId': 's69256102', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-hjornesofa-3-seters-med-apen-ende-ljungen-mellomgra-s69256102/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's09256317', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-hjornesofa-3-seters-med-apen-ende-ljungen-lys-gronn-s09256317/', 'selected': True, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's19256492', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-hjornesofa-3-seters-med-apen-ende-ljungen-mork-rod-s19256492/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's29255128', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-hjornesofa-3-seters-med-apen-ende-inseros-hvit-s29255128/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",GRÖNLID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
350,IKEA,GRÖNLID Trekk til 2-seters sofa - Ljungen mørk rød,https://www.ikea.com/no/no/images/products/groenlid-cover-for-2-seat-sofa-ljungen-dark-red__0577250_PE668712_S5.JPG,"IKEA - GRÖNLID, Trekk til 2-seters sofa, Ljungen mørk rød, LJUNGEN er et slitesterkt trekk laget av polyester med en myk fløyelsaktig overflate og en forsiktig reflekterende glans. Dette produktet er et ekstra trekk. Sofa selges separat.",https://www.ikea.com/no/no/p/groenlid-trekk-til-2-seters-sofa-ljungen-mork-rod-s09256529/,2.020 NOK,Trekk til 2-seters sofa,True,"[{'productId': 's99255827', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-2-seters-sofa-sporda-natur-s99255827/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's39256132', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-2-seters-sofa-ljungen-mellomgra-s39256132/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's59256353', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-2-seters-sofa-ljungen-lys-gronn-s59256353/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's09256529', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-2-seters-sofa-ljungen-mork-rod-s09256529/', 'selected': True, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's79255164', 'pipUrl': 'https://www.ikea.com/no/no/p/groenlid-trekk-til-2-seters-sofa-inseros-hvit-s79255164/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",GRÖNLID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
